PPM,INTENSITY
-192.9737,16
-193.0955,16
-193.2172,16
-193.3390,16
-193.4607,16
-193.5824,16
-193.7042,16
-193.8259,16
-193.9477,16
-194.0694,16
-194.1912,16
-194.3129,16
-194.4346,16
-194.5564,16
-194.6781,16
-194.7999,16
-194.9216,16
-195.0434,16
-195.1651,16
-195.2868,16
-195.4086,16
-195.5303,16
-195.6521,16
-195.7738,16
-195.8956,16
-196.0173,16
-196.1390,16
-196.2608,16
-196.3825,16
-196.5043,16
-196.6260,16
-196.7477,16
-196.8695,16
-196.9912,16
-197.1130,16
-197.2347,16
-197.3565,16
-197.4782,16
-197.5999,16
-197.7217,16
-197.8434,16
-197.9652,16
-198.0869,16
-198.2087,16
-198.3304,16
-198.4521,16
-198.5739,16
-198.6956,16
-198.8174,16
-198.9391,16
-199.0609,16
-199.1826,16
-199.3043,16
-199.4261,16
-199.5478,16
-199.6696,16
-199.7913,16
-199.9131,16
-200.0348,16
-200.1565,16
-200.2783,16
-200.4000,16
-200.5218,16
-200.6435,16
-200.7653,16
-200.8870,16
-201.0087,16
-201.1305,16
-201.2522,16
-201.3740,16
-201.4957,16
-201.6174,16
-201.7392,15
-201.8609,15
-201.9827,15
-202.1044,15
-202.2262,15
-202.3479,15
-202.4696,15
-202.5914,15
-202.7131,15
-202.8349,15
-202.9566,15
-203.0784,15
-203.2001,15
-203.3218,15
-203.4436,15
-203.5653,15
-203.6871,15
-203.8088,15
-203.9306,15
-204.0523,15
-204.1740,15
-204.2958,15
-204.4175,15
-204.5393,15
-204.6610,15
-204.7828,15
-204.9045,15
-205.0262,15
-205.1480,15
-205.2697,15
-205.3915,15
-205.5132,15
-205.6350,15
-205.7567,15
-205.8784,15
-206.0002,15
-206.1219,15
-206.2437,15
-206.3654,15
-206.4871,15
-206.6089,15
-206.7306,15
-206.8524,15
-206.9741,15
-207.0959,15
-207.2176,15
-207.3393,15
-207.4611,15
-207.5828,15
-207.7046,15
-207.8263,15
-207.9481,15
-208.0698,15
-208.1915,15
-208.3133,15
-208.4350,15
-208.5568,15
-208.6785,15
-208.8003,15
-208.9220,15
-209.0437,15
-209.1655,15
-209.2872,15
-209.4090,15
-209.5307,15
-209.6525,15
-209.7742,15
-209.8959,15
-210.0177,15
-210.1394,15
-210.2612,15
-210.3829,15
-210.5047,15
-210.6264,15
-210.7481,15
-210.8699,15
-210.9916,15
-211.1134,15
-211.2351,15
-211.3569,15
-211.4786,15
-211.6003,15
-211.7221,15
-211.8438,15
-211.9656,15
-212.0873,15
-212.2090,15
-212.3308,15
-212.4525,15
-212.5743,15
-212.6960,15
-212.8178,15
-212.9395,15
-213.0612,15
-213.1830,15
-213.3047,15
-213.4265,15
-213.5482,15
-213.6700,15
-213.7917,15
-213.9134,15
-214.0352,15
-214.1569,15
-214.2787,15
-214.4004,15
-214.5222,15
-214.6439,15
-214.7656,15
-214.8874,15
-215.0091,15
-215.1309,15
-215.2526,15
-215.3744,15
-215.4961,15
-215.6178,15
-215.7396,15
-215.8613,15
-215.9831,15
-216.1048,15
-216.2266,15
-216.3483,15
-216.4700,15
-216.5918,15
-216.7135,15
-216.8353,15
-216.9570,15
-217.0787,15
-217.2005,15
-217.3222,15
-217.4440,15
-217.5657,15
-217.6875,15
-217.8092,15
-217.9309,15
-218.0527,15
-218.1744,15
-218.2962,15
-218.4179,15
-218.5397,15
-218.6614,15
-218.7831,15
-218.9049,15
-219.0266,15
-219.1484,15
-219.2701,15
-219.3919,15
-219.5136,15
-219.6353,15
-219.7571,15
-219.8788,15
-220.0006,15
-220.1223,15
-220.2441,15
-220.3658,15
-220.4875,15
-220.6093,15
-220.7310,15
-220.8528,15
-220.9745,15
-221.0963,15
-221.2180,15
-221.3397,15
-221.4615,15
-221.5832,15
-221.7050,15
-221.8267,15
-221.9484,15
-222.0702,15
-222.1919,15
-222.3137,15
-222.4354,15
-222.5572,15
-222.6789,15
-222.8006,15
-222.9224,15
-223.0441,15
-223.1659,15
-223.2876,15
-223.4094,15
-223.5311,15
-223.6528,15
-223.7746,15
-223.8963,15
-224.0181,15
-224.1398,15
-224.2616,15
-224.3833,15
-224.5050,15
-224.6268,15
-224.7485,15
-224.8703,15
-224.9920,15
-225.1138,15
-225.2355,15
-225.3572,15
-225.4790,15
-225.6007,15
-225.7225,15
-225.8442,15
-225.9660,15
-226.0877,15
-226.2094,15
-226.3312,15
-226.4529,15
-226.5747,15
-226.6964,15
-226.8181,15
-226.9399,15
-227.0616,15
-227.1834,15
-227.3051,15
-227.4269,15
-227.5486,15
-227.6703,15
-227.7921,15
-227.9138,15
-228.0356,15
-228.1573,15
-228.2791,15
-228.4008,15
-228.5225,15
-228.6443,15
-228.7660,15
-228.8878,15
-229.0095,15
-229.1313,15
-229.2530,15
-229.3747,15
-229.4965,15
-229.6182,15
-229.7400,15
-229.8617,15
-229.9835,15
-230.1052,15
-230.2269,15
-230.3487,15
-230.4704,15
-230.5922,15
-230.7139,15
-230.8357,15
-230.9574,15
-231.0791,15
-231.2009,15
-231.3226,15
-231.4444,15
-231.5661,15
-231.6879,15
-231.8096,15
-231.9313,15
-232.0531,15
-232.1748,15
-232.2966,15
-232.4183,15
-232.5400,15
-232.6618,15
-232.7835,15
-232.9053,15
-233.0270,15
-233.1488,15
-233.2705,15
-233.3922,15
-233.5140,15
-233.6357,15
-233.7575,15
-233.8792,15
-234.0010,15
-234.1227,15
-234.2444,15
-234.3662,15
-234.4879,15
-234.6097,15
-234.7314,15
-234.8532,15
-234.9749,15
-235.0966,15
-235.2184,15
-235.3401,15
-235.4619,15
-235.5836,15
-235.7054,15
-235.8271,15
-235.9488,15
-236.0706,15
-236.1923,15
-236.3141,15
-236.4358,15
-236.5576,15
-236.6793,15
-236.8010,15
-236.9228,15
-237.0445,15
-237.1663,15
-237.2880,15
-237.4097,15
-237.5315,15
-237.6532,15
-237.7750,15
-237.8967,15
-238.0185,15
-238.1402,15
-238.2619,15
-238.3837,15
-238.5054,15
-238.6272,15
-238.7489,15
-238.8707,15
-238.9924,15
-239.1141,15
-239.2359,15
-239.3576,15
-239.4794,15
-239.6011,15
-239.7229,15
-239.8446,15
-239.9663,15
-240.0881,15
-240.2098,15
-240.3316,15
-240.4533,15
-240.5751,15
-240.6968,15
-240.8185,15
-240.9403,15
-241.0620,15
-241.1838,15
-241.3055,15
-241.4273,15
-241.5490,15
-241.6707,15
-241.7925,15
-241.9142,15
-242.0360,15
-242.1577,15
-242.2794,15
-242.4012,15
-242.5229,15
-242.6447,15
-242.7664,15
-242.8882,15
-243.0099,15
-243.1316,15
-243.2534,15
-243.3751,15
-243.4969,15
-243.6186,15
-243.7404,15
-243.8621,15
-243.9838,15
-244.1056,15
-244.2273,15
-244.3491,15
-244.4708,15
-244.5926,15
-244.7143,15
-244.8360,15
-244.9578,15
-245.0795,15
-245.2013,15
-245.3230,15
-245.4448,15
-245.5665,15
-245.6882,15
-245.8100,15
-245.9317,15
-246.0535,15
-246.1752,15
-246.2970,15
-246.4187,15
